label,content
0,我好沮喪，因爲我同姐姐意見不合。
0,我心情麻麻，尋晚我隻狗唔舒服。
0,好唔開心，入唔到我想入嘅大學。
0,我唔開心，因為考試成績唔好。
0,我好唔開心，最近晚晚忙到要開OT！
0,想喊
0,我好失望，因為曼城輸波。
0,我唔開心，因為最近肥咗。
0,我好撚sad
0,我唔係幾開心，因為今日上堂表現唔好。
0,我唔開心，因為你唔陪我。
0,太多功課要做，壓力喺晒個腦度！
0,點解今日禁黑仔！
0,今日天氣吾好，同我個心一樣咁灰。
0,我好失望，我考試考得唔好。
0,唉，真係好麻煩呀！
0,我好唔開心，因為好多嘢做。
0,我好攰，但要繼續做嘢。
0,我好唔開心，好煩好多心事呀！！
0,我好慘！
0,我好頹。
0,我想死呀！點解我仲生存緊。
0,屌。。。
0,好煩啊，又要。。。。。
0,最近同男朋友冷戰緊，好唔開心…
0,我覺得好失望，所有國家都係為咗利益而做事。
0,咪搞我，心情麻麻地。
0,屌⋯⋯
0,唉，揾唔到工呀！
0,我宜家有啲唔開心，唔好同我講嘢⋯⋯
0,吓......
0,我都唔明點解會咁既......
0,我唔知要點好，成日覺得好煩！
0,我今日好頺，唔想講嘢。
0,我唔高興囉！
0,唔開心，幾時先可以去旅行呀？
0,唉，呢鋪大獲啦！
0,今日唔係幾順利⋯⋯
0,我好頹呀。
0,好唔開心囉，出面啲人已經周圍去玩，我哋幾時先解封？
0,唉，唔知啊。
0,我好沮喪！
0,個袋買貴咗，激死！
0,唉！真係好想喊!
0,今日落大雨，讓我心情麻麻！
0,我好唔開心呀！
0,我好頹。
0,我好失望，因為冇咗個暑假！
0,我很痛心，因老婆有外遇。
0,等咗1小時，朋友失約，好唔開心。
0,我好唔開心啊！
0,慘啦！唔記得交咭數！
0,所有事情都沒有解決辦法！
0,我心情好差，因為我唔夠瞓。
0,我吾想講嘢，畀我安靜下。
0,我唔開心，覺得好攰。
0,頭先間餐廳咁難食既！
0,我確得好悶！
0,我今日好吾開心，
0,今天下大雨，足球比賽要取消了！
0,確診新冠肺炎被隔離，感壞事總降臨身上。心灰！
0,我中意嘅動漫角色死左，勁傷心...
0,我唔開心，因為我朋友唔理我。
0,好黑仔，樣樣都唔唔對路嘅？絕望!
0,唉，壓力太大啦!
0,唔知點解，我今日冇乜心情。
0,好頹，做極都做唔完啲野。
0,唉，今天真係好黑仔 !
0,我唔開心！因為已經講清楚，佢都唔明！
0,我要自己冷靜下，唔好同我講嘢住……
0,又夠鐘起身喇，但係我仲好眼瞓。
0,因為事情不稱心！
0,唉，真係玩嘢。
0,我今日俾我上司鬧我廢
0,我肚屙咗成日，好鬼辛苦！
0,其實，我最近有啲失落。
0,我覺得有點寂寞，我生活平平無奇。
0,點解唔搵我食飯，剩係邀請我做問卷，我唔好開心啊！
0,心情麻麻，一陣先搵你。
0,我好唔開心！天氣不定時常下雨。
0,心情唔係好掂，尋晚成晚瞓唔到
0,嗚.. 我跌左電話呀
0,唔係幾好，因爲尋日我隻狗死左。
0,學期就嚟完啦，我好掛住我既同學啊！
0,唉，又中唔到六合彩。
0,佢成日都係咁，唔聽我解釋！
0,好唔開心！因為最近眼睛有問題，醫生吩咐唔可以跑步。
0,灰咗
0,我買唔到演唱會飛，所以我好傷心。
0,點解我近排咁頹㗎，唔通係因為人生冇咗目標？
0,個人好唔聚財
0,我有啲傷心，因為我嘅家人身體健康麻麻。
0,你唔聽我電話，所以我唔開心。
0,啱啱分咗手，心情比較低落！
0,今日打波輸左，唉！
0,今日乜都吾順，吾通連個天都吾鐘意我？
0,我好傷心，我隻水杯跌爛左。
0,佢走左啦。
0,我心情唔太好，因為同人溝通唔到。
0,我好唔開心，因為冇左識左好多年嘅朋友。
0,嗚嗚嗚，我做錯d咩個天要咁對我？
0,我好攰！
0,唉！
0,救命，想死。
0,唔開心!
0,唉，點算好
0,返工比人鬧，好委屈呀…
0,我好唔開心，因為去唔到海邊旅行。
0,心情差唔係好想同人講嘢
0,仆街…
0,點解佢要咁對我啊。。。
0,唉，又唔合格啦。
0,唔好啦！
0,我好唔開心啊！
0,我覺得自己很醜，怎麼辦？
0,我覺得自己好廢，咩都做唔好。
0,打得好衰，好頹呀！
0,失望，因為今日端午節冇得睇扒龍舟。
0,死老豆咁既樣，搞邊科？
0,唉！唔講啦。
0,我條魚死咗，真係好唔開心囉。
0,唉好灰，買唔到演唱會飛。
0,今日心情麻麻。
0,我心情麻麻！
0,做朋友都要大話連篇，冇癮！
0,點解好運仍未輪到我!
0,中唔到奬呀！
0,我而家心情麻麻地。
0,我想自己一個人靜下。
0,我好無奈， 因為好多想做的事情未能做到！
0,我很沮喪，因兒子未能升上心儀大學。
0,今年冇得加人工！
0,屌，今日好燥底！
0,今日唔開心，又比老細照肺。
0,呼吸都困難！
0,我勁唔開心，因為返工俾人鬧。
0,我想閙人，吾好接近我。
0,好似成日忙，好辛苦。
0,我唔明呀，點解佢可以咁對人。
0,點解，個個都唔鍾意同我玩嘅？
0,因為扭親隻腳；
0,時間剩餘不多，但還有很多題目未答，怎麼辦呢？
0,"孫仔時常反斗唔聽話,心裏唔舒服。"
0,唉，好多功課...
0,我好sad，因為我阿爸鬧我。
0,唔開心，今晚一定失眠，希望失憶好過。
0,我唔想做野啦
0,我今日心情唔係幾好。
0,連續幾個旅行都取消左，真係喊出黎。
0,點解個天要咁對我，嗚 ......
0,我唔開心！因為講、佢又唔聽！
0,唉！好多野未做呀，我想死呀！
0,好難諗呀，仲要作三句又要有逗號！
0,因為交通花了很長時間！
0,今鋪真係食得屎。
0,"完全唔想講起, 女朋友俾綠帽我戴"
0,唉，樓下間麥記部雪糕機壞咗，冇得食新地。
0,我考試肥左！
0,做野完全冇動力，冇曬鬥志。
0,最近終於完第二學期，結果女朋友要去實習，都係冇咩時間見，所以心情麻麻。
0,點解會咁…
0,我好唔開心，搬屋搬到嚟先至打爛個杯！
0,我今日好灰！
0,夠喇… 上帝…
0,我好唔開心。
0,我好唔舒服，所有野都唔如意。
0,上一份卷考得好差，心情唔係幾好。
0,我已經盡哂力，佢都唔滿意呀？
0,我一路都減唔到肥，好唔閏心！
0,唉～
0,我俾老師鬧完，好唔開心。
0,我心情麻麻，你最好唔好煩我！
0,點解會咁撚樣
0,我心情有啲低落，我皮膚敏感。
0,我唔開心，因為你唔覆我。
0,聽日要考試，唔係好想返！
0,我唔高興。
0,今日超黑仔，頹到爆炸。
0,我好沮喪，我分左手。
0,你鍾意點咪點囉。
0,我好唔開心，因為阿媽又話我。
0,唔開心
0,我而家心情麻麻，可唔可以安慰下我？
0,我好唔開心，因為我好肚餓！
0,我今日真係好唔開心。
0,點解要杯葛我呀，做個朋友唔得咩？
0,好囉
0,我想訓覺啊！
0,最近唔知點解有啲灰。
0,當知道好朋友要移民，我心情好差。
0,憂鬱，後悔，內疚，自責。
0,頂你個肺…
0,咁多嘢做真係好辛苦。
0,我錯過咗架巴士，又要等半粒鐘啦。
0,乜咁㗎......
0,吓......
0,她快離開了，原來我這麼不捨得！
0,唉！我今次考試勁低分！
0,同朋友鬧交，真係好唔開心！
0,放假先黎落雨!
0,早知就唔咁做啦，搞唔掂啦！
0,考試肥左，好頹！
0,我真係喊出嚟！
0,佢整爛咗我件玩具，我家陣好傷心呀！
0,:(
0,唔係幾好！
0,成日飲凍嘢，飲完又咳，煩死人！
0,唉!傾吾成功，做吾成單生意!
0,趕唔到巴士，超唔開心！
0,我而家好傷心。
0,我唔開心。
0,我感覺煩悶，因為天氣不穩定，常下雨。
0,我情緒低落，因工作諸事不利。
0,好唔開心，遺失左個銀包。
0,唉，好唔開心。
0,呀！今日趕時間揸快咗，被抄牌
0,什麼都沒勁！
0,我情緒低落，因為我同屋企人鬧交。
0,你再講，我就走人。
0,心情唔好，好煩！
0,唉，天氣咁差，搞到無mood做野。
0,我今日個頭好痛，好唔舒服！
0,依家仲係好痛添！
0,刮花了架車，真倒霉！
0,"身體仍未能恢復工作能力,感失望。"
0,啱啱踩到狗屎，好黑仔囉...
0,超sad 囉，我好廢。
0,好悲哀，都係唔好諗落去，否則自己會頂唔往。
0,我真的很累了....
0,我今日覺得好頹。
0,我考車肥左呀，仲以為實得。
0,慘啦，不想面對 !
0,我唔開心！因為佢做買賣唔老實！
0,我好傷心，今日又比老細話……
0,我放棄喇！
0,因為別人唔開心，不論是否是親友！
0,搭緊巴士番屋企，每日港島同大西北來回，心很累……
0,我心情好差，好想搵人傾下…
0,佢琴日跌咗部電話，真係好慘！
0,我覺得自己唔似以前咁開心！
0,覺得好攰，完全冇動力做野。
0,成日都想食完晏晝飯就飲珍珠奶茶，結果食飯次次都會跟餐叫凍飲，飲完就唔想飲珍珠奶茶，第二日又會掛住，搞到好唔開心！
0,是但啦，都慣啦。
0,我好唔開心，想出門口行街點知好大雨！
0,好沮喪，啲嘢好似做唔完咁！
1,可唔可以唔好再係咁啊…
1,我而家真係好嬲啊！我頭先同一個話我冇做野既人閙交。
1,我隔離屋好噪，我覺得好煩啊。
1,有冇搞錯呀！又輸！
1,嘩！已經十二點啦，咁夜仲咁嘈！
1,我上司成日叫啲同事問我野，阻住我做野，我好嬲呀！
1,嬲左
1,我俾人打尖，好嬲呀！
1,頂你個肺，你真係好煩呀！
1,痴撚撚線
1,之前每日都俾樓上裝修嘈醒，勁嬲！
1,我打咗咁多次比你你都唔聽，我好嬲！
1,佢做嘅嘢，我真係想一拳打落埲牆度！
1,屌！
1,個條木嘴做野滌滌揈，激到我扎扎跳！
1,你咪焫焫焫焫焫焫焫焫焫焫焫焫著我，你地十二個 好唔得閒噃！
1,收聲，我講左幾多次啦！
1,我好嬲，因為啲人唔做嘢。
1,點解會有人可以咁有自信，但係其實係柒頭一個，睇到都煩。
1,屌，佢都cls架！
1,佢真係好煩！
1,頂！
1,好煩呀。
1,屌！！！
1,唉。。。
1,今朝同個無理取鬧嘅客傾到好炆憎！
1,呢個朋友成日遲到，令我覺得好煩！
1,屌你老母，你個腦冇事呀嘛。
1,屌你老母！
1,好煩呀你！
1,唔使理我啦，我無嘢喎。
1,咩料啊！
1,你有無搞錯啊！
1,點解，點解你要咁做？
1,我都冇做錯！做咩要道歉？
1,咁大聲講電話，啲人真係好自私！
1,好嬲，放假想瞓晏D都唔得。
1,屌你老母，芝士漢堡！
1,好麻煩！啲手續好多！
1,火都嚟
1,嬲到癲咗！佢都痴線架！
1,咪煩住晒啦！
1,我唔想見到你！
1,啲車成日打尖，唔塞得車去揸飛機嘛！
1,點解係要針對我?我都無錯!!
1,朋友無理取鬧，令人好激氣！
1,我真係好嬲呀，唔好同我講嘢住。
1,好煩！
1,我好激氣 ，因為學生唔做功課。
1,我很生氣，因老婆有外遇。
1,醫生剝錯咗隔離隻牙，㸃算？
1,好燥底啊！
1,有冇攬錯，個半磅價錢比生果遮住，以為係60元一磅提子！原來係60元半磅
1,我抓狂！
1,我俾人無理取鬧，覺得好嬲。
1,你吾好再煩我。
1,真係好嬲，點解世界咁多無理嘅人！
1,有冇搞錯呀，佢有冇唸過人地既感受架！
1,我隔離個同事，又在無理取鬧，煩死人！
1,我今日去街市買木瓜，
1,請大家肅靜啲！等我集中精神去完成這份急件，我就快爆炸啦！
1,"一個欠缺良好工作態度的同事,令人氣憤！"
1,無啦啦鬧人，屌。
1,最憎啲人喺背後講其他人是非，有口話人，冇口話自己。
1,好嬲，咁過份點會再忍？
1,我真系好唔中意我老闆！
1,佢咁樣會搞到我好嬲囉。
1,佢知唔知自己講緊乜野？
1,夠啦，快啲同我收聲 !
1,我好嬲！因為龍門任佢擺！
1,救命！我依家好想大嗌呀！
1,痴線架！晨早流流喺度嘈生晒！
1,事情向著不應該的方向發展！
1,我頂你咩！
1,屌！
1,陳師奶，你隻狗好煩呀，咪再吠啦！
1,我跌左錢，好嬲！
1,我食左隻死貓，跟住比人炒左。
1,百度網盤限速死全家！
1,可唔可以唔好再講野，好煩。
1,我好嬲！新買張枱畀搬運工人整爛咗。
1,好嬲，我個fd掛住傾電話約左我遲到！
1,唔好再覺得為我好！
1,我對我朋友既行為感到好憤怒！
1,我冇心情講野啊。
1,好嬲呀！又做錯！
1,上面晚晚都移枱櫈，攬到瞓唔到。
1,我一放假，上司頻頻問到時點搵到我，真老土！
1,食屎
1,我隻貓整爛咗我個手袋，激死我喇！
1,你最好依家唔好惹我，我心情麻麻。
1,做乜9?
1,最近俾個朋友呃左，有啲嬲。
1,我嬲你，點解你要呃我！
1,佢究竟係咪人嚟？竟然做得出違背良心嘅行為！
1,唔好煩我！
1,好忟呀，又俾鑊我孭！
1,我真係好嬲！演唱會啲飛全部被人內部認購晒嘅！
1,做乜_野姐？
1,我好燥底，因為啲人講極都唔聽。
1,應承左又唔做，咁你應承嚟做乜。
1,佢都cls，廢事理佢！
1,隔離日日係度開派對，真係好吵！
1,我好嬲！
1,你比啲時間我諗吓先。
1,又點呀
1,我真係好嬲，佢點可以咁樣對我！
1,我個朋友完全冇顧及到我嘅感受，有冇搞錯！
1,成日都要幫佢執手尾，搞到我好躁！
1,唔知佢個人咩構造，佢做嘢唔經大腦嘅。
1,仆街啦你！
1,都叫咗你唔好咁做㗎啦！
1,又遲到，有冇搞錯呀！
1,你想點啊！
1,咩料啊？
1,你係咪傻左，個腦生草啊？
1,唉！你鍾意點就點啦！
1,樓上又裝修，好煩呀！
1,落雨冇得去街!
1,點解會搞成咁架，我做錯乜啊？
1,隔離屋個陳師奶撞到我唔道歉！
1,有冇攪錯呀，咁都做得出嘅！
1,唔係吖嘛？佢結局原諒咗個二五仔？
1,我D嘢唔使你理啦！
1,你太大聲！
1,叫極都唔肯起身，離晒譜！
1,佢又偷了我班客，正衰人，克人憎!
1,俾人鬧，好嬲呀！
1,有無搞錯呀！
1,嬲！
1,我好燥 ，因為同事唔合作！
1,我好嬲，因買錯了單車零件。
1,上跳舞班時，隻鞋突然爛咗，激死！
1,屌！
1,今日搭的士比個司機找少咗一佰元，真係唔抵添，好嬲！
1,血往頭頂衝！
1,我知道有人棄養小動物覺得好嬲。
1,你乜野態度。
1,隔籬屋好擾民，真係好乞人憎。
1,無啦啦被人鬧，我真係覺得好委屈。
1,班朋友，明明約好嘅聚會，一句話講笑就取消，不負責任！
1,以為八蚊個，原來八蚊斤。
1,唔該你快的行開，否則我就對你不客氣啦！
1,"遇到蠻不講理的人,一時間火都嚟埋！"
1,關你乜撚嘢事？
1,佢喺我背後話我渣，呢啲算唔算朋友呀！
1,係你逼我的，你唔專重我，我亦唔會俾面你!
1,我真系好想辭職！
1,我就嚟俾佢激死啦。
1,佢一野踩左落我度，唔道歉就咁走左，激鬼死！
1,好啦，我容忍有限度的 !
1,我好嬲！因為佢唔照規矩做事！
1,你咩都唔知，就唔好亂咁話我啦！
1,個衰仔話極都唔聽係想點！
1,別人不明白我的意思！
1,有冇搞錯呀你，咁都有甩漏？
1,你呢個廢柴同我收皮！
1,你咩態度呀？
1,我而家完全冇耐性同你講野！
1,我最好既朋友而家淨係顧住拍拖唔理我！
1,加速世界咁好睇，點解仲未出第二季！
1,我想一個人靜一靜。
1,我好嬲呀！想去鍾意嘅餐廳食嘢，竟然已經截數唔畀人入。
1,好嬲，啲人好自私，上左車廂就企正門口，其他人入唔到。
1,我想靜下，唔好搵我
1,我覺得係佢地唔啱囉！
1,我有好多野要搞，好煩。
1,搞錯呀！唔講聲就攞嚟用！
1,港鐵整係識加價，又壞信號燈啦！
1,上司成日喺我面前鬧神鬧鬼，埋怨多多，好煩呀！
1,燥左
1,公司無理嘅要求令到我好憤怒呀！
1,見到你我都火滾，點解你可以咁蠢㗎 ？
1,真係燥撚再仆街
1,我好不解，完全唔明點解啲人去廁所去到咁污糟！
1,我嬲你，你激嬲完我唔道歉！
1,你可唔可以唔好再遲到？
1,dllmolg!
1,嬲到震。
1,我好嬲呀！女朋友又唔做家務！
1,你行快少少得無得？
